"topic","title","url","date","type","source"
"All","Energy Technology Innovation Policy in the Backdrop of the U.S.-China Emissions Agreement","https://www.belfercenter.org/publication/energy-technology-innovation-policy-backdrop-us-china-emissions-agreement","","Reports & Papers","Energy Technology Innovation Policy Project, Belfer Center"
"All","China's Uranium Enrichment Capacity: Rapid Expansion to Meet Commercial Needs","https://www.belfercenter.org/publication/chinas-uranium-enrichment-capacity-rapid-expansion-meet-commercial-needs","","Reports & Papers","Managing the Atom Project, Belfer Center"
"All","The Future of Low-Carbon Road Transport: What Role for Second-Generation Biofuels?","https://www.belfercenter.org/publication/future-low-carbon-road-transport-what-role-second-generation-biofuels","","Reports & Papers","Energy Technology Innovation Policy Project, Belfer Center"
"All","Sanctions Against Iran: A Guide to Targets, Terms, and Timetables","https://www.belfercenter.org/publication/sanctions-against-iran-guide-targets-terms-and-timetables","","Reports & Papers","Belfer Center for Science and International Affairs, Harvard Kennedy School"
"All","China's Access to Uranium Resources","https://www.belfercenter.org/publication/chinas-access-uranium-resources","","Reports & Papers","Managing the Atom Project, Belfer Center"
"All","IAEA Verification of Fissile Material in Support of Nuclear Disarmament","https://www.belfercenter.org/publication/iaea-verification-fissile-material-support-nuclear-disarmament","2015-04-27T12:00:00Z","Reports & Papers","Managing the Atom Project, Belfer Center"
"All","Fresh Ideas for the Future: Symposium on the NPT","https://www.belfercenter.org/publication/fresh-ideas-future-symposium-npt","","Reports & Papers","Managing the Atom Project, Belfer Center"
"All","Decoding the Iran Nuclear Deal","https://www.belfercenter.org/publication/decoding-iran-nuclear-deal-0","","Reports & Papers","Belfer Center for Science and International Affairs, Harvard Kennedy School"
"All","Don't Ban Students Based on Nationality: What Can We Learn from Europe?","https://www.belfercenter.org/publication/dont-ban-students-based-nationality-what-can-we-learn-europe","","Article","Belfer Center for Science and International Affairs, Harvard Kennedy School"
"All","Why Nigeria Matters to the World","https://www.belfercenter.org/publication/why-nigeria-matters-world","","Article","Belfer Center for Science and International Affairs, Harvard Kennedy School"
"All","Commercializing Second-Generation Biofuels: Scaling Up Sustainable Supply Chains and the Role of Public Policy","https://www.belfercenter.org/publication/commercializing-second-generation-biofuels-scaling-sustainable-supply-chains-and-role","","Reports & Papers","Energy Technology Innovation Policy Project, Belfer Center"
"All","Inventing the Future to Address Societal Challenges: Venky Narayanamurti's 75th Birthday","https://www.belfercenter.org/publication/inventing-future-address-societal-challenges-venky-narayanamurtis-75th-birthday","","Reports & Papers","Science, Technology, and Public Policy Program, Belfer Center"
"All","Taking Root: Global Trends in Agricultural Biotechnology","https://www.belfercenter.org/publication/taking-root-global-trends-agricultural-biotechnology","","Reports & Papers","Science, Technology, and Globalization Project, Belfer Center"
"All","Electricity Technology Investments under Solar RD&D Uncertainty: How Interim Learning and Adaptation Affect the Optimal Decision Strategy","https://www.belfercenter.org/publication/electricity-technology-investments-under-solar-rdd-uncertainty-how-interim-learning-and","","Reports & Papers","Energy Technology Innovation Policy Project, Belfer Center"
"All","Proliferation-Resistance (and Terror-Resistance) of Nuclear Energy: How to Think About the Problem","https://www.belfercenter.org/publication/proliferation-resistance-and-terror-resistance-nuclear-energy-how-think-about-problem","","Presentations","Managing the Atom Project, Belfer Center"
"All","Transforming U.S. Energy Innovation","https://www.belfercenter.org/publication/transforming-us-energy-innovation","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","The Regime Complex for Managing Global Cyber Activities","https://www.belfercenter.org/publication/regime-complex-managing-global-cyber-activities","","Reports & Papers","Belfer Center for Science and International Affairs, Harvard Kennedy School"
"All","Energy Technology Expert Elicitations for Policy: Workshops, Modeling, and Meta-analysis","https://www.belfercenter.org/publication/energy-technology-expert-elicitations-policy-workshops-modeling-and-meta-analysis","","Reports & Papers","Energy Technology Innovation Policy Project, Belfer Center"
"All","IAEA Safeguards Culture: 'Candy Concept' or Powerful Prism?","https://www.belfercenter.org/publication/iaea-safeguards-culture-candy-concept-or-powerful-prism","","Presentations","Belfer Center for Science and International Affairs, Harvard Kennedy School"
"All","Imagining a Post-Sanctions Iran","https://www.belfercenter.org/publication/imagining-post-sanctions-iran","","Article","Managing the Atom Project, Belfer Center"
"All","Nuclear Security in Russia – and Current State of Cooperation","https://www.belfercenter.org/publication/nuclear-security-russia-and-current-state-cooperation","2014-09-26T12:00:00Z","Presentations","Managing the Atom Project, Belfer Center"
"All","Do Homework Before Supporting Groups in ISIS Fight","https://www.belfercenter.org/publication/do-homework-supporting-groups-isis-fight","","Article","Belfer Center for Science and International Affairs, Harvard Kennedy School"
"All","Cutting Too Deep: The Obama Administration’s Proposals for Nuclear Security Spending Reductions","https://www.belfercenter.org/publication/cutting-too-deep-obama-administrations-proposals-nuclear-security-spending-reductions-0","","Reports & Papers","Managing the Atom Project, Belfer Center"
"All","Shadow Wars of Weapons Acquisition: Arms Denial and its Strategic Implications","https://www.belfercenter.org/publication/shadow-wars-weapons-acquisition-arms-denial-and-its-strategic-implications","2014-07-01T12:00:00Z","Reports & Papers","Managing the Atom Project, Belfer Center"
"All","Blocking All Paths to an Iranian Bomb: How the West Can Avoid a Nuclear Maginot Line","https://www.belfercenter.org/publication/blocking-all-paths-iranian-bomb-how-west-can-avoid-nuclear-maginot-line","","Reports & Papers","Belfer Center for Science and International Affairs, Harvard Kennedy School"
"All","Advancing Nuclear Security: Evaluating Progress and Setting New Goals","https://www.belfercenter.org/publication/advancing-nuclear-security-evaluating-progress-and-setting-new-goals","","Reports & Papers","Managing the Atom Project, Belfer Center"
"All","Securing China's Nuclear Future","https://www.belfercenter.org/publication/securing-chinas-nuclear-future","","Reports & Papers","Managing the Atom Project, Belfer Center"
"All","Beyond Nuclear Summitry: The Role of the IAEA in Nuclear Security Diplomacy After 2016","https://www.belfercenter.org/publication/beyond-nuclear-summitry-role-iaea-nuclear-security-diplomacy-after-2016","","Reports & Papers","Managing the Atom Project, Belfer Center"
"All","Options for China’s Nuclear Spent Fuel Management","https://www.belfercenter.org/publication/options-chinas-nuclear-spent-fuel-management","2014-03-06T12:00:00Z","Presentations","Managing the Atom Project, Belfer Center"
"All","The China-India Space Race: Rhetoric or Reality?","https://www.belfercenter.org/publication/china-india-space-race-rhetoric-or-reality","","Presentations","Managing the Atom Project, Belfer Center"
"All","What Types of Nuclear Material Require What Levels of Security?","https://www.belfercenter.org/publication/what-types-nuclear-material-require-what-levels-security","","Presentations","Managing the Atom Project, Belfer Center"
"All","Iran and Israel: Beyond Red Lines and Blue Jeans","https://www.belfercenter.org/publication/iran-and-israel-beyond-red-lines-and-blue-jeans","","Article","Belfer Center for Science and International Affairs, Harvard Kennedy School"
"All","Anti-Gay Laws and Corruption in Africa","https://www.belfercenter.org/publication/anti-gay-laws-and-corruption-africa","","Article","Belfer Center for Science and International Affairs, Harvard Kennedy School"
"All","Art and Science of Science and Technology: Proceedings of the Forum and Roundtable","https://www.belfercenter.org/publication/art-and-science-science-and-technology-proceedings-forum-and-roundtable","","Reports & Papers","Science, Technology, and Public Policy Program, Belfer Center"
"All","Cyber Readiness Index 1.0","https://www.belfercenter.org/publication/cyber-readiness-index-10","","Reports & Papers","Science, Technology, and Public Policy Program, Belfer Center"
"All","A WMD-Free Zone in the Middle East: Regional Perspectives","https://www.belfercenter.org/publication/wmd-free-zone-middle-east-regional-perspectives","2013-11-01T12:00:00Z","Reports & Papers","Managing the Atom Project, Belfer Center"
"All","Smashing Atoms for Peace: Using Linear Accelerators to Produce Medical Isotopes without Highly Enriched Uranium","https://www.belfercenter.org/publication/smashing-atoms-peace-using-linear-accelerators-produce-medical-isotopes-without-highly","","Policy Briefs","Managing the Atom Project, Belfer Center"
"All","Preventing Nuclear War in South Asia: Unprecedented Challenges, Unprecedented Solutions","https://www.belfercenter.org/publication/preventing-nuclear-war-south-asia-unprecedented-challenges-unprecedented-solutions","2013-10-03T12:00:00Z","Presentations","Belfer Center for Science and International Affairs, Harvard Kennedy School"
"All","Organizing for Arms Control: The National Security Implications of the Loss of an Independent Arms Control Agency","https://www.belfercenter.org/publication/organizing-arms-control-national-security-implications-loss-independent-arms-control","2013-09-23T12:00:00Z","Reports & Papers","Managing the Atom Project, Belfer Center"
"All","Plutonium Mountain: Inside the 17-Year Mission to Secure a Legacy of Soviet Nuclear Testing","https://www.belfercenter.org/publication/plutonium-mountain-inside-17-year-mission-secure-legacy-soviet-nuclear-testing","","Reports & Papers","Managing the Atom Project, Belfer Center"
"All","North Korea's Nuclear Weapons: Future Strategy and Doctrine","https://www.belfercenter.org/publication/north-koreas-nuclear-weapons-future-strategy-and-doctrine","","Policy Briefs","Belfer Center for Science and International Affairs, Harvard Kennedy School"
"All","Confronting the Reality of a Rising Nuclear-armed China","https://www.belfercenter.org/publication/confronting-reality-rising-nuclear-armed-china","","Reports & Papers","Managing the Atom Project, Belfer Center"
"All","The Next Frontier in United States Unconventional Shale Gas and Tight Oil Extraction: Strategic Reduction of Environmental Impact","https://www.belfercenter.org/publication/next-frontier-united-states-unconventional-shale-gas-and-tight-oil-extraction-strategic","","Reports & Papers","Energy Technology Innovation Policy Project, Belfer Center"
"All","The Discovery-Invention Cycle: Bridging the Basic/Applied Dichotomy","https://www.belfercenter.org/publication/discovery-invention-cycle-bridging-basicapplied-dichotomy","","Reports & Papers","Science, Technology, and Public Policy Program, Belfer Center"
"All","A WMD-Free Zone in the Middle East: Creating the Conditions for Sustained Progress","https://www.belfercenter.org/publication/wmd-free-zone-middle-east-creating-conditions-sustained-progress","","Reports & Papers","Managing the Atom Project, Belfer Center"
"All","Antiproliferation: Tackling Proliferation by Engaging the Private Sector","https://www.belfercenter.org/publication/antiproliferation-tackling-proliferation-engaging-private-sector","","Reports & Papers","Managing the Atom Project, Belfer Center"
"All","On the Use of Offensive Cyber Capabilities: A Policy Analysis on Offensive US Cyber Policy","https://www.belfercenter.org/publication/use-offensive-cyber-capabilities-policy-analysis-offensive-us-cyber-policy","","Reports & Papers","Science, Technology, and Public Policy Program, Belfer Center"
"All","Internet Fragmentation: Highlighting the Major Technical, Governance and Diplomatic Challenges for U.S. Policy Makers","https://www.belfercenter.org/publication/internet-fragmentation-highlighting-major-technical-governance-and-diplomatic","","Reports & Papers","Science, Technology, and Public Policy Program, Belfer Center"
"All","Consolidation: Thwarting Nuclear Theft","https://www.belfercenter.org/publication/consolidation-thwarting-nuclear-theft","","Reports & Papers","Managing the Atom Project, Belfer Center"
"All","Cloud and Mobile Privacy: The Electronic Communications Privacy Act","https://www.belfercenter.org/publication/cloud-and-mobile-privacy-electronic-communications-privacy-act","","Reports & Papers","Science, Technology, and Public Policy Program, Belfer Center"
"All","New Threats, Old Technology: Vulnerabilities in Undersea Communication Cable Network Management Systems","https://www.belfercenter.org/publication/new-threats-old-technology-vulnerabilities-undersea-communication-cable-network","","Reports & Papers","Science, Technology, and Public Policy Program, Belfer Center"
"All","Feeding the Next Generation: Science, Business, and Public Policy","https://www.belfercenter.org/publication/feeding-next-generation-science-business-and-public-policy","","Reports & Papers","Belfer Center for Science and International Affairs, Harvard Kennedy School"
"All","Report: Transforming U.S. Energy Innovation","https://www.belfercenter.org/publication/transforming-us-energy-innovation-1","","Reports & Papers","Energy Technology Innovation Policy Project, Belfer Center"
"All","Transforming U.S. Energy Innovation","https://www.belfercenter.org/publication/transforming-us-energy-innovation-2","","Policy Briefs","Energy Technology Innovation Policy Project, Belfer Center"
"All","Transforming U.S. Energy Innovation Video","https://www.belfercenter.org/publication/transforming-us-energy-innovation-video","","Article","Energy Technology Innovation Policy Project, Belfer Center"
"All","A New Case for Wastewater Reuse in Saudi Arabia: Bringing Energy into the Water Equation","https://www.belfercenter.org/publication/new-case-wastewater-reuse-saudi-arabia-bringing-energy-water-equation","","Policy Briefs","Belfer Center for Science and International Affairs, Harvard Kennedy School"
"All","Cyber Norm Emergence at the United Nations—An Analysis of the UN's Activities Regarding Cyber-security","https://www.belfercenter.org/publication/cyber-norm-emergence-united-nations-analysis-uns-activities-regarding-cyber-security","","Reports & Papers","Science, Technology, and Public Policy Program, Belfer Center"
"All","Taking a Byte Out of Cybercrime","https://www.belfercenter.org/publication/taking-byte-out-cybercrime","","Reports & Papers","Science, Technology, and Public Policy Program, Belfer Center"
"All","Nuclear 101: Uranium Enrichment and Plutonium Production","https://www.belfercenter.org/publication/nuclear-101-uranium-enrichment-and-plutonium-production","","Presentations","Belfer Center for Science and International Affairs, Harvard Kennedy School"
"All","WikiLeaks 2010: A Glimpse of the Future?","https://www.belfercenter.org/publication/wikileaks-2010-glimpse-future","","Reports & Papers","Science, Technology, and Public Policy Program, Belfer Center"
"All","Research, Development, and Demonstration for the Future of Nuclear Energy","https://www.belfercenter.org/publication/research-development-and-demonstration-future-nuclear-energy","","Policy Briefs","Energy Technology Innovation Policy Project, Belfer Center"
"All","Recommendations for Limiting Transfers of Enrichment and Reprocessing Technologies","https://www.belfercenter.org/publication/recommendations-limiting-transfers-enrichment-and-reprocessing-technologies","","Policy Briefs","Belfer Center for Science and International Affairs, Harvard Kennedy School"
"All","Preventing the Next Fukushima","https://www.belfercenter.org/publication/preventing-next-fukushima-0","","Article","Belfer Center for Science and International Affairs, Harvard Kennedy School"
"All","Limiting Transfers of Enrichment and Reprocessing Technology: Issues, Constraints, Options","https://www.belfercenter.org/publication/limiting-transfers-enrichment-and-reprocessing-technology-issues-constraints-options","","Reports & Papers","Belfer Center for Science and International Affairs, Harvard Kennedy School"
"All","Cyber Policy: A National Imperative","https://www.belfercenter.org/publication/cyber-policy-national-imperative","","Presentations","Science, Technology, and Public Policy Program, Belfer Center"
"All","Transforming the Energy Economy: Options for Accelerating the Commercialization of Advanced Energy Technologies","https://www.belfercenter.org/publication/transforming-energy-economy-options-accelerating-commercialization-advanced-energy","","Reports & Papers","Energy Technology Innovation Policy Project, Belfer Center"
"All","Tranforming the Energy Economy: Options for Accelerating the Commercialization of Advanced Energy Technologies—Framing Statement","https://www.belfercenter.org/publication/tranforming-energy-economy-options-accelerating-commercialization-advanced-energy","","Reports & Papers","Energy Technology Innovation Policy Project, Belfer Center"
"All","Africa Can Feed Itself in a Generation","https://www.belfercenter.org/publication/africa-can-feed-itself-generation","","Policy Briefs","Science, Technology, and Globalization Project, Belfer Center"
"All","Governmental Energy Innovation Investments, Policies and Institutions in the Major Emerging Economies: Brazil, Russia, India, Mexico, China, and South Africa","https://www.belfercenter.org/publication/governmental-energy-innovation-investments-policies-and-institutions-major-emerging","","Reports & Papers","Energy Technology Innovation Policy Project, Belfer Center"
"All","Energy Innovation Policy in Major Emerging Countries","https://www.belfercenter.org/publication/energy-innovation-policy-major-emerging-countries","","Policy Briefs","Energy Technology Innovation Policy Project, Belfer Center"
"All","Making Nuclear Energy Suitable for More of the World’s Energy Supply: Issues and Prospects","https://www.belfercenter.org/publication/making-nuclear-energy-suitable-more-worlds-energy-supply-issues-and-prospects","","Presentations","Belfer Center for Science and International Affairs, Harvard Kennedy School"
"All","The European Union and Future Nuclear Talks","https://www.belfercenter.org/publication/european-union-and-future-nuclear-talks","","Article","Belfer Center for Science and International Affairs, Harvard Kennedy School"
"All","Promoting Energy Conservation in China: Findings from an Input&#8208;Output Analysis of China's Energy Consumption","https://www.belfercenter.org/publication/promoting-energy-conservation-china-findings-input-output-analysis-chinas-energy","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Preventing Nuclear Terrorism – In a World of Expanding Nuclear Energy","https://www.belfercenter.org/publication/preventing-nuclear-terrorism-world-expanding-nuclear-energy","","Presentations","Belfer Center for Science and International Affairs, Harvard Kennedy School"
"All","Water Consumption of Energy Resource Extraction, Processing, and Conversion","https://www.belfercenter.org/publication/water-consumption-energy-resource-extraction-processing-and-conversion","","Reports & Papers","Energy Technology Innovation Policy Project, Belfer Center"
"All","Promoting Safe, Secure, and Peaceful Growth of Nuclear Energy: Next Steps for Russia and the United States","https://www.belfercenter.org/publication/promoting-safe-secure-and-peaceful-growth-nuclear-energy-next-steps-russia-and-united","","Reports & Papers","Belfer Center for Science and International Affairs, Harvard Kennedy School"
"All","Deterrence in the 21st Century: U.S. Choices on the Roles of Nuclear Weapons, Conventional Capabilities, and Missile Defense","https://www.belfercenter.org/publication/deterrence-21st-century-us-choices-roles-nuclear-weapons-conventional-capabilities-and","","Presentations","Belfer Center for Science and International Affairs, Harvard Kennedy School"
"All","The Status of Rural Energy Access in India: A Synthesis","https://www.belfercenter.org/publication/status-rural-energy-access-india-synthesis","","Reports & Papers","Energy Technology Innovation Policy Project, Belfer Center"
"All","Expert Elicitation of Cost, Performance, and RD&D Budgets for Coal Power with CCS","https://www.belfercenter.org/publication/expert-elicitation-cost-performance-and-rdd-budgets-coal-power-ccs","","Reports & Papers","Energy Technology Innovation Policy Project, Belfer Center"
"All","Protecting Cyberspace and the US National Interest","https://www.belfercenter.org/publication/protecting-cyberspace-and-us-national-interest","","Reports & Papers","Belfer Center for Science and International Affairs, Harvard Kennedy School"
"All","Modern Energy Access to All in Rural India: An Integrated Implementation Strategy","https://www.belfercenter.org/publication/modern-energy-access-all-rural-india-integrated-implementation-strategy-0","","Reports & Papers","Energy Technology Innovation Policy Project, Belfer Center"
"All","Sanctions to Spur Negotiations: Mostly a Bad Strategy","https://www.belfercenter.org/publication/sanctions-spur-negotiations-mostly-bad-strategy","","Article","Belfer Center for Science and International Affairs, Harvard Kennedy School"
"All","Cyber Power","https://www.belfercenter.org/publication/cyber-power","","Reports & Papers","Belfer Center for Science and International Affairs, Harvard Kennedy School"
"All","DOE FY 2011 Budget Request for Energy Research, Development, Demonstration, and Deployment: Analysis and Recommendations","https://www.belfercenter.org/publication/doe-fy-2011-budget-request-energy-research-development-demonstration-and-deployment","","Reports & Papers","Energy Technology Innovation Policy Project, Belfer Center"
"All","A Call for German Leadership in Combating Nuclear Terrorism","https://www.belfercenter.org/publication/call-german-leadership-combating-nuclear-terrorism","","Article","Belfer Center for Science and International Affairs, Harvard Kennedy School"
"All","Securing the Bomb 2010","https://www.belfercenter.org/publication/securing-bomb-2010","","Books","Managing the Atom Project, Belfer Center and Nuclear Threat Initiative"
"All","Obama and Iran: Dialogue or Sanctions?","https://www.belfercenter.org/publication/obama-and-iran-dialogue-or-sanctions","","Article","Belfer Center for Science and International Affairs, Harvard Kennedy School"
"All","CCS: Competitive Today. We Cannot Wait until Tomorrow","https://www.belfercenter.org/publication/ccs-competitive-today-we-cannot-wait-until-tomorrow","","Article","Belfer Center for Science and International Affairs, Harvard Kennedy School"
"All","Analysis of Policies to Reduce Oil Consumption and Greenhouse-Gas Emissions from the U.S. Transportation Sector","https://www.belfercenter.org/publication/analysis-policies-reduce-oil-consumption-and-greenhouse-gas-emissions-us-0","","Reports & Papers","Belfer Center for Science and International Affairs, Harvard Kennedy School"
"All","Reducing the U.S. Transportation Sector's Oil Consumption and Greenhouse Gas Emissions","https://www.belfercenter.org/publication/reducing-us-transportation-sectors-oil-consumption-and-greenhouse-gas-emissions","","Policy Briefs","Belfer Center for Science and International Affairs, Harvard Kennedy School"
"All","Rail Transportation of Toxic Inhalation Hazards: Policy Responses to the Safety and Security Externality","https://www.belfercenter.org/publication/rail-transportation-toxic-inhalation-hazards-policy-responses-safety-and-security","","Reports & Papers","Belfer Center for Science and International Affairs, Harvard Kennedy School"
"All","U.S. Public Energy Innovation Institutions and Mechanisms: Status & Deficiencies","https://www.belfercenter.org/publication/us-public-energy-innovation-institutions-and-mechanisms-status-deficiencies","","Policy Briefs","Science, Technology, and Public Policy Program, Belfer Center"
"All","The New Harvest: Agricultural Innovation in Africa","https://www.belfercenter.org/publication/new-harvest-agricultural-innovation-africa-1","","Reports & Papers","Science, Technology, and Globalization Project, Belfer Center"
"All","Beyond Zero Enrichment: Suggestions for an Iranian Nuclear Deal","https://www.belfercenter.org/publication/beyond-zero-enrichment-suggestions-iranian-nuclear-deal","","Policy Briefs","Belfer Center for Science and International Affairs, Harvard Kennedy School"
"All","Breaking the Climate Impasse with China: A Global Solution—Summary","https://www.belfercenter.org/publication/breaking-climate-impasse-china-global-solution-summary","","Policy Briefs","Harvard Project on Climate Agreements, Belfer Center"
"All","Expert Elicitation of Cost, Performance, and RD&D Budgets for Greenhouse Gas Reducing Strategies","https://www.belfercenter.org/publication/expert-elicitation-cost-performance-and-rdd-budgets-greenhouse-gas-reducing-strategies","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Targeting Nuclear Programs in War and Peace","https://www.belfercenter.org/publication/targeting-nuclear-programs-war-and-peace","","Reports & Papers","Belfer Center for Science and International Affairs, Harvard Kennedy School"
"All","Institutions for Energy Innovation: A Transformational Challenge","https://www.belfercenter.org/publication/institutions-energy-innovation-transformational-challenge","","Reports & Papers","Energy Technology Innovation Policy Project, Belfer Center"
"All","DOE FY 2010 Budget Request and Recovery Act Funding for Energy Research, Development, Demonstration, and Deployment: Analysis and Recommendations","https://www.belfercenter.org/publication/doe-fy-2010-budget-request-and-recovery-act-funding-energy-research-development","","Reports & Papers","Energy Technology Innovation Policy Project, Belfer Center"
"All","Before Disaster Strikes: Rate and Raise Public Preparedness Now","https://www.belfercenter.org/publication/disaster-strikes-rate-and-raise-public-preparedness-now","","Policy Briefs","Belfer Center for Science and International Affairs, Harvard Kennedy School"
"All","In-use Vehicle Emissions in China: Beijing Study","https://www.belfercenter.org/publication/use-vehicle-emissions-china-beijing-study","","Reports & Papers","Energy Technology Innovation Policy Project, Belfer Center"
"All","Proposed Roadmap for Overcoming Legal and Financial Obstacles to Carbon Capture and Storage","https://www.belfercenter.org/publication/proposed-roadmap-overcoming-legal-and-financial-obstacles-carbon-capture-and-storage","","Reports & Papers","Energy Technology Innovation Policy Project, Belfer Center"
"All","A Joint Workshop on Promoting the Development and Deployment of IGCC/Co-Production/CCS Technologies in China and the United States","https://www.belfercenter.org/publication/joint-workshop-promoting-development-and-deployment-igccco-productionccs-technologies","","Reports & Papers","Energy Technology Innovation Policy Project, Belfer Center"
"All","A Technology-Based Greenhouse Gas Reduction Strategy for 2030","https://www.belfercenter.org/publication/technology-based-greenhouse-gas-reduction-strategy-2030","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","The Future of U.S.-Russian Relations","https://www.belfercenter.org/publication/future-us-russian-relations","","Presentations","Belfer Center for Science and International Affairs, Harvard Kennedy School"
"All","Scaling Dynamics in Energy Technologies: Historical Evidence & Implications","https://www.belfercenter.org/publication/scaling-dynamics-energy-technologies-historical-evidence-implications","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","China's Fuel Economy Standards for Passenger Vehicles: Rationale, Policy Process, and Impacts","https://www.belfercenter.org/publication/chinas-fuel-economy-standards-passenger-vehicles-rationale-policy-process-and-impacts-0","","Reports & Papers","Energy Technology Innovation Policy Project, Belfer Center"
"All","Keep the Pressure on Pakistan","https://www.belfercenter.org/publication/keep-pressure-pakistan","","Article","Belfer Center for Science and International Affairs, Harvard Kennedy School"
"All","Exploring Opportunities and Enabling Technologies for Carbon Capture and Storage in China","https://www.belfercenter.org/publication/exploring-opportunities-and-enabling-technologies-carbon-capture-and-storage-china","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Tackling U.S. Energy Challenges and Opportunities: Preliminary Policy Recommendations for Enhancing Energy Innovation in The United States","https://www.belfercenter.org/publication/tackling-us-energy-challenges-and-opportunities-preliminary-policy-recommendations","","Reports & Papers","Energy Technology Innovation Policy Project, Belfer Center"
"All","International Climate Policy for a Post-Kyoto World: Understanding Sectoral Approaches","https://www.belfercenter.org/publication/international-climate-policy-post-kyoto-world-understanding-sectoral-approaches","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Sectoral Approaches to International Climate Policy: A Typology and Political Analysis","https://www.belfercenter.org/publication/sectoral-approaches-international-climate-policy-typology-and-political-analysis","","Reports & Papers","Energy Technology Innovation Policy Project, Belfer Center"
"All","Advancing Carbon Sequestration Research in an Uncertain Legal and Regulatory Environment: A Study of Phase II of the DOE Regional Carbon Sequestration Partnerships Program","https://www.belfercenter.org/publication/advancing-carbon-sequestration-research-uncertain-legal-and-regulatory-environment","","Reports & Papers","Energy Technology Innovation Policy Project, Belfer Center"
"All","Securing the Bomb 2008","https://www.belfercenter.org/publication/securing-bomb-2008","","Books","Managing the Atom Project, Belfer Center and Nuclear Threat Initiative"
"All","In-Use Vehicle Emissions in China — Tianjin Study","https://www.belfercenter.org/publication/use-vehicle-emissions-china-tianjin-study","","Reports & Papers","Energy Technology Innovation Policy Project, Belfer Center"
"All","Setting Priorities in Energy Innovation Policy: Lessons for the UK","https://www.belfercenter.org/publication/setting-priorities-energy-innovation-policy-lessons-uk","","Reports & Papers","Energy Technology Innovation Policy Project, Belfer Center"
"All","Equity and Climate Policy: An Allocation Method Based on Individual Emissions","https://www.belfercenter.org/publication/equity-and-climate-policy-allocation-method-based-individual-emissions","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Climate-Change Skeptics Revisited","https://www.belfercenter.org/publication/climate-change-skeptics-revisited","","Reports & Papers","Science, Technology, and Public Policy Program, Belfer Center"
"All","'Appropriate Effective' Nuclear Security and Accounting: What is It?","https://www.belfercenter.org/publication/appropriate-effective-nuclear-security-and-accounting-what-it","","Presentations","Managing the Atom Project, Belfer Center"
"All","Future Scenarios for China's Carbon Emissions","https://www.belfercenter.org/publication/future-scenarios-chinas-carbon-emissions","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Japan and African States Discuss Future Partnership","https://www.belfercenter.org/publication/japan-and-african-states-discuss-future-partnership","","Article","Belfer Center for Science and International Affairs, Harvard Kennedy School"
"All","Analysis of Policies to Reduce Oil Consumption and Greenhouse-Gas Emissions from the U.S. Transportation Sector","https://www.belfercenter.org/publication/analysis-policies-reduce-oil-consumption-and-greenhouse-gas-emissions-us-1","","Reports & Papers","Energy Technology Innovation Policy Project, Belfer Center"
"All","DOE FY09 Budget Request for Energy Research, Development & Demonstration – Commentary","https://www.belfercenter.org/publication/doe-fy09-budget-request-energy-research-development-demonstration-commentary","","Reports & Papers","Energy Technology Innovation Policy Project, Belfer Center"
"All","Returns to Scale in Carbon Capture and Storage Infrastructure and Deployment","https://www.belfercenter.org/publication/returns-scale-carbon-capture-and-storage-infrastructure-and-deployment","","Reports & Papers","Energy Technology Innovation Policy Project, Belfer Center"
"All","Biofuels and the Corporate Average Fuel Economy Program: The Statute, Policy Issues, and Alternatives","https://www.belfercenter.org/publication/biofuels-and-corporate-average-fuel-economy-program-statute-policy-issues-and","","Reports & Papers","Energy Technology Innovation Policy Project, Belfer Center"
"All","Towards Sustainable Coal-Power in India","https://www.belfercenter.org/publication/towards-sustainable-coal-power-india","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Coal Assessment and Extraction in India: Issues and Prospects","https://www.belfercenter.org/publication/coal-assessment-and-extraction-india-issues-and-prospects","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Cleaner Power in India: Towards a Clean-Coal-Technology Roadmap","https://www.belfercenter.org/publication/cleaner-power-india-towards-clean-coal-technology-roadmap","","Reports & Papers","Energy Technology Innovation Policy Project, Belfer Center"
"All","Economic Assessment of Deploying Advanced Coal Power Technologies in the Chinese Context","https://www.belfercenter.org/publication/economic-assessment-deploying-advanced-coal-power-technologies-chinese-context","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Meeting the Climate-Change Challenge","https://www.belfercenter.org/publication/meeting-climate-change-challenge","","Presentations","Energy Technology Innovation Policy Project, Belfer Center"
"All","Synthesis of Comments Received on 'Policy Options for Reducing Oil Consumption and Greenhouse-Gas Emissions from the U.S. Transportation Sector'","https://www.belfercenter.org/publication/synthesis-comments-received-policy-options-reducing-oil-consumption-and-greenhouse-gas","","Reports & Papers","Energy Technology Innovation Policy Project, Belfer Center"
